Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:,Số Km đã đi:
Hyundai SantaFe Premium 2.2L HTRAC - 2020, Xe cũ,926 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2020-5390798," *Xe lắp ráp trong nước, màu đỏ, máy dầu 2.2 L, số tự động, đã đi 80,000 km ... ",Mã: 5390798,2020.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Đỏ,Nhiều màu,7 chỗ,5 cửa,"80,000 Km"
Toyota Veloz Cross Top 1.5 CVT - 2023, Xe cũ,655 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-5435317," *Xe lắp ráp trong nước, màu ghi, máy xăng 1.5 L, số tự động, đã đi 4,400 km ... ",Mã: 5435317,2023.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  1.5 L,Ghi,Đen,7 chỗ,5 cửa,"4,400 Km"
Honda Civic G 1.5 AT - 2023, Xe mới,700 Triệu,Hải Phòng,https://bonbanh.com/xe-honda-civic-g-1.5-at-2023-5414796," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5414796,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa,
Nissan Navara Pro-4X 2.3 AT 4WD - 2022, Xe cũ,752 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-navara-pro-4x-2.3-at-4wd-2022-5406333," *Xe nhập khẩu, màu xám, máy dầu 2.3 L, số tự động, đã đi 40,000 km ... ",Mã: 5406333,2022.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.3 L,Xám,Đen,5 chỗ,4 cửa,"40,000 Km"
Nissan Terra E 2.5 AT 2WD - 2018, Xe cũ,598 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-terra-e-2.5-at-2wd-2018-5434442," *Xe nhập khẩu, màu nâu, máy xăng 2.5 L, số tự động, đã đi 35,000 km ... ",Mã: 5434442,2018.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.5 L,Nâu,Đen,7 chỗ,5 cửa,"35,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2021, Xe cũ,950 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5360272," *Xe nhập khẩu, màu đỏ, máy dầu 2.0 L, số tự động, đã đi 88,000 km ... ",Mã: 5360272,2021.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Đỏ,Đen,7 chỗ,5 cửa,"88,000 Km"
Toyota Veloz Cross 1.5 CVT - 2022, Xe cũ,575 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5433965," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 32,000 km ... ",Mã: 5433965,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Đỏ,Đen,7 chỗ,5 cửa,"32,000 Km"
Kia K5 GT-Line 2.5 AT - 2022, Xe cũ,775 Triệu,Hà Nội,https://bonbanh.com/xe-kia-k5-gt-line-2.5-at-2022-5363303," *Xe lắp ráp trong nước, màu đen, máy xăng 2.5 L, số tự động, đã đi 25,000 km ... ",Mã: 5363303,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.5 L,Đen,Đỏ,5 chỗ,4 cửa,"25,000 Km"
Mazda 3 1.5L Luxury - 2023, Xe cũ,625 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-5434048," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 15,000 km ... ",Mã: 5434048,2023.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa,"15,000 Km"
Mitsubishi Xpander 1.5 AT - 2019, Xe cũ,498 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-5360761," *Xe nhập khẩu, màu đen, máy xăng 1.5 L, số tự động, đã đi 26,000 km ... ",Mã: 5360761,2019.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Đen,Nhiều màu,7 chỗ,5 cửa,"26,000 Km"
Toyota Innova 2.0E - 2018, Xe cũ,479 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5360133," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay, đã đi 97,000 km ... ",Mã: 5360133,2018.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Nhiều màu,8 chỗ,5 cửa,"97,000 Km"
Chevrolet Colorado LT 2.5L 4x2 AT - 2019, Xe cũ,485 Triệu,Hà Nội,https://bonbanh.com/xe-chevrolet-colorado-lt-2.5l-4x2-at-2019-5310767," *Xe nhập khẩu, màu trắng, máy dầu 2.5 L, số tự động, đã đi 24,003 km ... ",Mã: 5310767,2019.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.5 L,Trắng,Kem,5 chỗ,4 cửa,"24,003 Km"
Kia Sedona 2.2 DAT Luxury - 2020, Xe cũ,950 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5321299," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tự động, đã đi 61,000 km ... ",Mã: 5321299,2020.0,Xe đã dùng,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Ghi,7 chỗ,5 cửa,"61,000 Km"
Toyota Fortuner 2.4L 4x2 AT - 2022, Xe cũ,980 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-at-2022-5422733," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.4 L, số tự động, đã đi 67,000 km ... ",Mã: 5422733,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.4 L,Trắng,Đen,7 chỗ,5 cửa,"67,000 Km"
Ford Everest Sport 2.0L 4x2 AT - 2022, Xe cũ,1 Tỷ 55 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2022-5395607," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, đã đi 14,000 km ... ",Mã: 5395607,2022.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa,"14,000 Km"
Mazda CX5 2.5 AT 2WD - 2019, Xe cũ,662 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2019-5405851," *Xe lắp ráp trong nước, màu nâu, máy xăng 2.5 L, số tự động, đã đi 77,246 km ... ",Mã: 5405851,2019.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.5 L,Nâu,Đen,5 chỗ,5 cửa,"77,246 Km"
Honda HRV L - 2021, Xe cũ,645 Triệu,Hà Nội,https://bonbanh.com/xe-honda-hrv-l-2021-5424721," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động, đã đi 53,000 km ... ",Mã: 5424721,2021.0,Xe đã dùng,Nhập khẩu,Crossover,Xăng  1.8 L,Trắng,Đen,5 chỗ,5 cửa,"53,000 Km"
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022, Xe cũ,1 Tỷ 225 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5376188," *Xe lắp ráp trong nước, màu đen, máy dầu 2.2 L, số tự động, đã đi 43,000 km ... ",Mã: 5376188,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Đen,Nâu,7 chỗ,5 cửa,"43,000 Km"
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021, Xe cũ,1 Tỷ 100 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-5376613," *Xe lắp ráp trong nước, màu vàng, máy dầu 2.2 L, số tự động, đã đi 53,000 km ... ",Mã: 5376613,2021.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Vàng,Nâu,7 chỗ,5 cửa,"53,000 Km"
Toyota Raize G 1.0 CVT - 2023, Xe mới,498 Triệu,TP HCM,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-4519066," *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động ... ",Mã: 4519066,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Trắng,Đen,5 chỗ,5 cửa,
MG ZS Comfort 1.5 AT 2WD - 2020, Xe cũ,385 Triệu,Hà Nội,https://bonbanh.com/xe-mg-zs-comfort-1.5-at-2wd-2020-5424737," *Xe nhập khẩu, màu xanh, máy xăng 1.5 L, số tự động, đã đi 24,000 km ... ",Mã: 5424737,2020.0,Xe đã dùng,Nhập khẩu,Crossover,Xăng  1.5 L,Xanh,-,5 chỗ,5 cửa,"24,000 Km"
Mazda 6 Signature Premium 2.5 AT - 2024, Xe mới,914 Triệu,TP HCM,https://bonbanh.com/xe-mazda-6-signature-premium-2.5-at-2024-4479207," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.5 L, số tự động ... ",Mã: 4479207,2024.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  2.5 L,Đỏ,Nâu,5 chỗ,4 cửa,
Mercedes Benz G class G63 AMG - 2024, Xe mới,11 Tỷ 750 Triệu,Quảng Ninh,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2024-4817051," *Xe nhập khẩu, màu xanh, máy xăng 4.0 L, số tự động ... ",Mã: 4817051,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  4.0 L,Xanh,Đỏ,5 chỗ,5 cửa,
Mitsubishi Triton Athlete 4x4 AT - 2023, Xe mới,905 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2023-4682612," *Xe nhập khẩu, màu cam, máy dầu 2.4 L, số tự động ... ",Mã: 4682612,2023.0,Xe mới,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Cam,Nhiều màu,5 chỗ,4 cửa,
Mercedes Benz CLA class CLA 45 AMG 4Matic - 2014, Xe cũ,859 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-45-amg-4matic-2014-5274758," *Xe nhập khẩu, màu bạc, máy xăng 2.0 L, số tự động, đã đi 24,000 km ... ",Mã: 5274758,2014.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Bạc,Đen,5 chỗ,4 cửa,"24,000 Km"
Honda Odyssey 3.5 AT - 2005, Xe cũ,298 Triệu,Hải Phòng,https://bonbanh.com/xe-honda-odyssey-3.5-at-2005-5159671," *Xe nhập khẩu, màu xanh, máy xăng 3.5 L, số tự động, đã đi 150,000 km ... ",Mã: 5159671,2005.0,Xe đã dùng,Nhập khẩu,Van/Minivan,Xăng  3.5 L,Xanh,Xám,7 chỗ,5 cửa,"150,000 Km"
Toyota Corolla Cross 1.8V - 2024, Xe mới,835 Triệu,TP HCM,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-4620727," *Xe nhập khẩu, màu đỏ, máy xăng 1.8 L, số tự động ... ",Mã: 4620727,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.8 L,Đỏ,Đen,5 chỗ,5 cửa,
Mitsubishi Triton Athlete 4x4 AT - 2023, Xe mới,905 Triệu,Quảng Ninh,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2023-4437102," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tự động ... ",Mã: 4437102,2023.0,Xe mới,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Trắng,Nhiều màu,5 chỗ,4 cửa,
Mercedes Benz GLC 200 - 2022, Xe cũ,1 Tỷ 488 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-5438645," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 22,222 km ... ",Mã: 5438645,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa,"22,222 Km"
BMW 5 Series 530i - 2019, Xe cũ,1 Tỷ 638 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-530i-2019-5440136," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 15,000 km ... ",Mã: 5440136,2019.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa,"15,000 Km"
Mazda cx3 Luxury 1.5 AT - 2021, Xe cũ,525 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx3-luxury-1.5-at-2021-5365942," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 43,000 km ... ",Mã: 5365942,2021.0,Xe đã dùng,Nhập khẩu,Crossover,Xăng  1.5 L,Đỏ,Đen,5 chỗ,5 cửa,"43,000 Km"
VinFast VF8 Plus - 2023, Xe mới,1 Tỷ 270 Triệu,TP HCM,https://bonbanh.com/xe-vinfast-vf8-plus-2023-4887529," *Xe lắp ráp trong nước, màu trắng, xe điện , số tự động ... ",Mã: 4887529,2023.0,Xe mới,Lắp ráp trong nước,SUV,Điện  0.2 L,Trắng,Xanh,5 chỗ,5 cửa,
Lexus RX 350 Premium - 2024, Xe mới,3 Tỷ 430 Triệu,TP HCM,https://bonbanh.com/xe-lexus-rx-350-premium-2024-5179894," *Xe nhập khẩu, màu xanh, máy xăng 2.4 L, số tự động ... ",Mã: 5179894,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  2.4 L,Xanh,Nâu,5 chỗ,5 cửa,
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022, Xe cũ,1 Tỷ 200 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5441419," *Xe lắp ráp trong nước, màu xanh, máy dầu 2.2 L, số tự động, đã đi 2,000 km ... ",Mã: 5441419,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Xanh,Nâu,7 chỗ,5 cửa,"2,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2023, Xe mới,1 Tỷ 198 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-5287605," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động ... ",Mã: 5287605,2023.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa,
BMW X3 xDrive30i M Sport - 2022, Xe mới,2 Tỷ 270 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-x3-xdrive30i-m-sport-2022-4872284," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động ... ",Mã: 4872284,2022.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,Nâu,5 chỗ,5 cửa,
Honda City L 1.5 AT - 2023, Xe mới,594 Triệu,Bình Dương,https://bonbanh.com/xe-honda-city-l-1.5-at-2023-5193780," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5193780,2023.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa,
Toyota Innova 2.0 Venturer - 2018, Xe cũ,625 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-5276609," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 58,000 km ... ",Mã: 5276609,2018.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đen,Đen,8 chỗ,5 cửa,"58,000 Km"
Mercedes Benz C class C200 Avantgarde Plus - 2022, Xe mới,1 Tỷ 914 Triệu,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-4713153," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 4713153,2022.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Nâu,5 chỗ,4 cửa,
Toyota Yaris Cross 1.5 D-CVT - 2023, Xe mới,650 Triệu,Khánh Hòa,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2023-5200724," *Xe nhập khẩu, màu xanh, máy xăng 1.5 L, số tự động ... ",Mã: 5200724,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  1.5 L,Xanh,Đen,5 chỗ,5 cửa,
Mercedes Benz C class C200 Exclusive - 2019, Xe cũ,1 Tỷ 90 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2019-5452074," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 30,000 km ... ",Mã: 5452074,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa,"30,000 Km"
Ford Ranger XLS 2.2L 4x2 AT - 2020, Xe cũ,535 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5379468," *Xe nhập khẩu, màu bạc, máy dầu 2.2 L, số tự động, đã đi 65,000 km ... ",Mã: 5379468,2020.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.2 L,Bạc,Đen,5 chỗ,4 cửa,"65,000 Km"
Daewoo Super Saloon 2.0 AT - 1996, Xe cũ,79 Triệu,Hà Nội,https://bonbanh.com/xe-daewoo-super_saloon-2.0-at-1996-5438901," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5438901,1996.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Ghi,5 chỗ,4 cửa,0 Km
Mercedes Benz C class C200 - 2019, Xe cũ,899 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-5452057," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 40,000 km ... ",Mã: 5452057,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa,"40,000 Km"
VinFast Lux SA 2.0 Premium 2.0 AT - 2021, Xe cũ,815 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5411542," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5411542,2021.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Nâu,7 chỗ,5 cửa,"50,000 Km"
Mercedes Benz E class E200 - 2017, Xe cũ,1 Tỷ ,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2017-5421400," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5421400,2017.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xanh,Kem,5 chỗ,4 cửa,"60,000 Km"
Toyota Veloz Cross 1.5 CVT - 2022, Xe cũ,597 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5373594," *Xe nhập khẩu, màu ghi, máy xăng 1.5 L, số tự động, đã đi 30,000 km ... ",Mã: 5373594,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Ghi,Đen,7 chỗ,5 cửa,"30,000 Km"
Mercedes Benz GLC 300 4Matic - 2018, Xe cũ,1 Tỷ 199 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-5412907," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 46,000 km ... ",Mã: 5412907,2018.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa,"46,000 Km"
Toyota Corolla Cross 1.8HV - 2021, Xe cũ,795 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2021-5440229," *Xe nhập khẩu, màu xám, xe hybrid 1.8 L, số tự động, đã đi 50,000 km ... ",Mã: 5440229,2021.0,Xe đã dùng,Nhập khẩu,SUV,Hybrid  1.8 L,Xám,Đen,5 chỗ,5 cửa,"50,000 Km"
Mercedes Benz GLC 300 4Matic - 2021, Xe cũ,1 Tỷ 918 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5451618," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 15,000 km ... ",Mã: 5451618,2021.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,"15,000 Km"
Mercedes Benz GLC 300 4Matic - 2021, Xe cũ,1 Tỷ 918 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5443893," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 15,000 km ... ",Mã: 5443893,2021.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,"15,000 Km"
Toyota Land Cruiser 3.5 V6 - 2024, Xe mới,4 Tỷ 286 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5373395," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5373395,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Đen,Kem,7 chỗ,5 cửa,
Hyundai Accent 1.4 AT Đặc Biệt - 2020, Xe cũ,445 Triệu,Hải Phòng,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2020-5381097," *Xe lắp ráp trong nước, màu đen, máy xăng 1.4 L, số tự động, đã đi 50,000 km ... ",Mã: 5381097,2020.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Đen,Kem,5 chỗ,4 cửa,"50,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022, Xe cũ,799 Triệu,Hải Phòng,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2022-5411700," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 20,000 km ... ",Mã: 5411700,2022.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,"20,000 Km"
Hyundai Elantra 1.6 MT - 2017, Xe cũ,335 Triệu,Đăk Lăk,https://bonbanh.com/xe-hyundai-elantra-1.6-mt-2017-5453653," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tay, đã đi 82,000 km ... ",Mã: 5453653,2017.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,Trắng,5 chỗ,4 cửa,"82,000 Km"
Mitsubishi Attrage 1.2 CVT - 2022, Xe cũ,438 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2022-5426328," *Xe nhập khẩu, màu đỏ, máy xăng 1.2 L, số tự động, đã đi 9,000 km ... ",Mã: 5426328,2022.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.2 L,Đỏ,Đen,5 chỗ,4 cửa,"9,000 Km"
Toyota Hilux 2.4L 4x2 AT - 2020, Xe cũ,665 Triệu,TP HCM,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2020-5420328," *Xe nhập khẩu, màu bạc, máy dầu 2.4 L, số tự động, đã đi 15,000 km ... ",Mã: 5420328,2020.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Bạc,Đen,5 chỗ,4 cửa,"15,000 Km"
Nissan Navara EL A-IVI 2.5 AT 2WD - 2020, Xe cũ,485 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-navara-el-a-ivi-2.5-at-2wd-2020-5424041," *Xe nhập khẩu, màu trắng, máy dầu 2.5 L, số tự động, đã đi 64,000 km ... ",Mã: 5424041,2020.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.5 L,Trắng,Kem,5 chỗ,4 cửa,"64,000 Km"
Toyota Corolla altis 1.8G AT - 2019, Xe cũ,575 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2019-5453664," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.8 L, số tự động, đã đi 48,000 km ... ",Mã: 5453664,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Trắng,Kem,5 chỗ,4 cửa,"48,000 Km"
Mercedes Benz Maybach GLS 480 4Matic - 2023, Xe mới,8 Tỷ 799 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-maybach-gls-480-4matic-2023-4924319," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 4924319,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  3.0 L,Đen,Nâu,4 chỗ,5 cửa,
Mazda BT50 3.2L 4x4 AT - 2015, Xe cũ,390 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-bt50-3.2l-4x4-at-2015-5433750," *Xe nhập khẩu, màu xanh, máy dầu 3.2 L, số tự động, đã đi 11,000 km ... ",Mã: 5433750,2015.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  3.2 L,Xanh,Ghi,5 chỗ,4 cửa,"11,000 Km"
Toyota Land Cruiser 3.5 V6 - 2021, Xe cũ,4 Tỷ 560 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2021-5365393," *Xe nhập khẩu, màu trắng, máy xăng 3.4 L, số tự động, đã đi 42,000 km ... ",Mã: 5365393,2021.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.4 L,Trắng,Kem,7 chỗ,5 cửa,"42,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2023, Xe mới,1 Tỷ 306 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-3433664," *Xe nhập khẩu, màu đỏ, máy dầu 2.0 L, số tự động ... ",Mã: 3433664,2023.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Đỏ,Đen,7 chỗ,5 cửa,
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024, Xe mới,875 Triệu,TP HCM,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2024-4559648," *Xe lắp ráp trong nước, màu xám, máy dầu 2.0 L, số tự động ... ",Mã: 4559648,2024.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Xám,Đen,5 chỗ,4 cửa,
Mercedes Benz C class C180 AMG - 2022, Xe cũ,1 Tỷ 99 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2022-5101486," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 24,000 km ... ",Mã: 5101486,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Kem,5 chỗ,4 cửa,"24,000 Km"
