Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Số Km đã đi:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:
Mitsubishi Xpander 1.5 AT - 2020, Xe cũ,489 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5426669," *Xe nhập khẩu, màu bạc, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5426669,2020.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Bạc,Đen,7 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2019, Xe cũ,870 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2019-5425179," *Xe nhập khẩu, màu xanh, máy dầu 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5425179,2019.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.0 L,Xanh,Đen,5 chỗ,4 cửa
Volvo XC90 Recharge T8 AWD - 2022, Xe cũ,3 Tỷ 479 Triệu,TP HCM,https://bonbanh.com/xe-volvo-xc90-recharge-t8-awd-2022-5397054," *Xe nhập khẩu, màu đen, xe hybrid 2.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5397054,2022.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Hybrid  2.0 L,Đen,Nâu,7 chỗ,5 cửa
Honda City RS 1.5 AT - 2022, Xe cũ,535 Triệu,Quảng Ninh,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5409099," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 20,000 km ... ",Mã: 5409099,2022.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2021, Xe cũ,810 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2021-5426098," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.0 L, số tự động, đã đi 10,000 km ... ",Mã: 5426098,2021.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,Crossover,Dầu  2.0 L,Trắng,Kem,5 chỗ,5 cửa
Nissan Tiida 1.8 AT - 2010, Xe cũ,235 Triệu,Hưng Yên,https://bonbanh.com/xe-nissan-tiida-1.8-at-2010-5443096," *Xe nhập khẩu, màu bạc, máy xăng 1.8 L, số tự động, đã đi 130,000 km ... ",Mã: 5443096,2010.0,Xe đã dùng,"130,000 Km",Nhập khẩu,Hatchback,Xăng  1.8 L,Bạc,Trắng,5 chỗ,5 cửa
Honda Brio RS - 2019, Xe cũ,360 Triệu,Bà Rịa Vũng Tàu,https://bonbanh.com/xe-honda-brio-rs-2019-5404709," *Xe nhập khẩu, màu đen, máy xăng 1.2 L, số tự động, đã đi 42,000 km ... ",Mã: 5404709,2019.0,Xe đã dùng,"42,000 Km",Nhập khẩu,Hatchback,Xăng  1.2 L,Đen,Đen,5 chỗ,5 cửa
Peugeot 3008 1.6 AT - 2018, Xe cũ,625 Triệu,Hải Phòng,https://bonbanh.com/xe-peugeot-3008-1.6-at-2018-5423132," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 110,000 km ... ",Mã: 5423132,2018.0,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,Crossover,Xăng  1.6 L,Trắng,Đen,5 chỗ,5 cửa
Toyota Vios E 1.5 MT - 2022, Xe cũ,429 Triệu,Tuyên Quang,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2022-5410802," *Xe lắp ráp trong nước, màu cát, máy xăng 1.5 L, số tay, đã đi 12,000 km ... ",Mã: 5410802,2022.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Cát,Cát,5 chỗ,4 cửa
BMW 5 Series 530i M Sport - 2022, Xe cũ,2 Tỷ 568 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-5_series-530i-m-sport-2022-5322300," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 9,000 km ... ",Mã: 5322300,2022.0,Xe đã dùng,"9,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Đen,5 chỗ,4 cửa
Kia Cerato 1.6 AT Luxury - 2020, Xe cũ,509 Triệu,Hà Nội,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2020-5443706," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.6 L, số tự động ... ",Mã: 5443706,2020.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Đỏ,Kem,5 chỗ,4 cửa
Toyota Land Cruiser 4.5 MT - 1994, Xe cũ,175 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-4.5-mt-1994-5408244," *Xe nhập khẩu, màu trắng, máy xăng 4.5 L, số tay, đã đi 220,000 km ... ",Mã: 5408244,1994.0,Xe đã dùng,"220,000 Km",Nhập khẩu,SUV,Xăng  4.5 L,Trắng,Ghi,7 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2022, Xe cũ,1 Tỷ 748 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5385117," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 17,000 km ... ",Mã: 5385117,2022.0,Xe đã dùng,"17,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đỏ,Nâu,5 chỗ,4 cửa
Kia Sorento DATH - 2018, Xe cũ,650 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sorento-dath-2018-5396703," *Xe lắp ráp trong nước, màu đen, máy dầu 2.2 L, số tự động, đã đi 60,000 km ... ",Mã: 5396703,2018.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Dầu  2.2 L,Đen,Kem,7 chỗ,5 cửa
Mitsubishi Xpander Cross 1.5 AT - 2023, Xe cũ,636 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2023-5416288," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 19,000 km ... ",Mã: 5416288,2023.0,Xe đã dùng,"19,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
Toyota Vios GR-S 1.5 CVT - 2022, Xe cũ,540 Triệu,Vĩnh Phúc,https://bonbanh.com/xe-toyota-vios-gr-s-1.5-cvt-2022-5374005," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 13,000 km ... ",Mã: 5374005,2022.0,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
BMW X3 xDrive30i - 2023, Xe mới,2 Tỷ 218 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-x3-xdrive30i-2023-5192207," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động ... ",Mã: 5192207,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,-,5 chỗ,5 cửa
Mercedes Benz S class S450L - 2020, Xe cũ,2 Tỷ 450 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2020-5365763," *Xe lắp ráp trong nước, màu đen, máy xăng 3.0 L, số tự động, đã đi 30,000 km ... ",Mã: 5365763,2020.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Đen,Kem,5 chỗ,4 cửa
Toyota Vios 1.5G - 2003, Xe cũ,120 Triệu,Vĩnh Phúc,https://bonbanh.com/xe-toyota-vios-1.5g-2003-5159210," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tay, đã đi 100,000 km ... ",Mã: 5159210,2003.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xanh,Ghi,5 chỗ,4 cửa
Toyota Wigo 1.2 AT - 2020, Xe cũ,325 Triệu,Bình Dương,https://bonbanh.com/xe-toyota-wigo-1.2-at-2020-5350570," *Xe nhập khẩu, màu trắng, máy xăng 1.2 L, số tự động, đã đi 47,000 km ... ",Mã: 5350570,2020.0,Xe đã dùng,"47,000 Km",Nhập khẩu,Hatchback,Xăng  1.2 L,Trắng,Nhiều màu,5 chỗ,5 cửa
Porsche Panamera 2.9 V6 - 2020, Xe cũ,4 Tỷ 450 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-panamera-2.9-v6-2020-5401182," *Xe nhập khẩu, màu đen, máy xăng 2.9 L, số tự động ... ",Mã: 5401182,2020.0,Xe đã dùng,0 Km,Nhập khẩu,Sedan,Xăng  2.9 L,Đen,Kem,4 chỗ,4 cửa
Toyota Land Cruiser VX 4.6 V8 - 2016, Xe cũ,2 Tỷ 930 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2016-5417373," *Xe nhập khẩu, màu trắng, máy xăng 4.6 L, số tự động, đã đi 80,000 km ... ",Mã: 5417373,2016.0,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Xăng  4.6 L,Trắng,Kem,8 chỗ,5 cửa
Toyota Vios 1.5E MT - 2018, Xe cũ,335 Triệu,Hải Dương,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2018-5208033," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tay, đã đi 78,000 km ... ",Mã: 5208033,2018.0,Xe đã dùng,"78,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Bạc,Kem,5 chỗ,4 cửa
Toyota Corolla altis 1.8G AT - 2009, Xe cũ,300 Triệu,Thanh Hóa,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2009-5245972," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.8 L, số tự động ... ",Mã: 5245972,2009.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Bạc,Kem,5 chỗ,4 cửa
Ford Territory Titanium X 1.5 AT - 2023, Xe mới,858 Triệu,Đà Nẵng,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5303276," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5303276,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đỏ,Nhiều màu,5 chỗ,5 cửa
Ford Territory Titanium X 1.5 AT - 2023, Xe mới,854 Triệu,TP HCM,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5287615," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5287615,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa
VinFast VF5 Plus - 2023, Xe cũ,435 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf5-plus-2023-5335917," *Xe lắp ráp trong nước, màu cam, xe điện , số tự động, đã đi 1,200 km ... ",Mã: 5335917,2023.0,Xe đã dùng,"1,200 Km",Lắp ráp trong nước,SUV,Điện,Cam,Đen,5 chỗ,5 cửa
Hyundai SantaFe 2.4L 4WD - 2018, Xe cũ,748 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-5310455," *Xe lắp ráp trong nước, màu đen, máy xăng 2.4 L, số tự động, đã đi 68,000 km ... ",Mã: 5310455,2018.0,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Đen,Kem,7 chỗ,5 cửa
Hyundai Custin Đặc Biệt 1.5T - 2024, Xe mới,927 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-custin-dac-biet-1.5t-2024-5404391," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5404391,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
Hyundai i10 Grand 1.0 AT - 2015, Xe cũ,275 Triệu,Hải Phòng,https://bonbanh.com/xe-hyundai-i10-grand-1.0-at-2015-5443631," *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5443631,2015.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Hatchback,Xăng  1.0 L,Trắng,Ghi,5 chỗ,5 cửa
Honda Brio RS - 2021, Xe cũ,400 Triệu,Đăk Lăk,https://bonbanh.com/xe-honda-brio-rs-2021-5385584," *Xe nhập khẩu, màu vàng, máy xăng 1.2 L, số tự động, đã đi 19,000 km ... ",Mã: 5385584,2021.0,Xe đã dùng,"19,000 Km",Nhập khẩu,Hatchback,Xăng  1.2 L,Vàng,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2021, Xe cũ,1 Tỷ 850 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5436218," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 30,000 km ... ",Mã: 5436218,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa
Toyota Sienna Platinum 2.5 AT - 2021, Xe cũ,4 Tỷ 290 Triệu,TP HCM,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-2021-5315421," *Xe nhập khẩu, màu trắng, xe hybrid 2.5 L, số tự động, đã đi 18,000 km ... ",Mã: 5315421,2021.0,Xe đã dùng,"18,000 Km",Nhập khẩu,Van/Minivan,Hybrid  2.5 L,Trắng,Nâu,7 chỗ,5 cửa
Subaru Forester iL - 2016, Xe cũ,570 Triệu,Hà Nội,https://bonbanh.com/xe-subaru-forester-il-2016-5453890," *Xe nhập khẩu, màu đỏ, máy xăng , số tự động, đã đi 140,000 km ... ",Mã: 5453890,2016.0,Xe đã dùng,"140,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,Đen,5 chỗ,0 cửa
VinFast Fadil 1.4 AT - 2020, Xe cũ,302 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5435682," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.4 L, số tự động, đã đi 50,000 km ... ",Mã: 5435682,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Xanh,Đen,5 chỗ,5 cửa
Mercedes Benz C class C200 Avantgarde - 2023, Xe mới,1 Tỷ 599 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2023-4924258," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 4924258,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Nâu,5 chỗ,4 cửa
Kia Cerato 1.6 AT - 2014, Xe cũ,380 Triệu,TP HCM,https://bonbanh.com/xe-kia-cerato-1.6-at-2014-5435463," *Xe nhập khẩu, màu trắng, máy xăng 1.6 L, số tự động, đã đi 23,000 km ... ",Mã: 5435463,2014.0,Xe đã dùng,"23,000 Km",Nhập khẩu,Hatchback,Xăng  1.6 L,Trắng,Đen,5 chỗ,5 cửa
Toyota Vios 1.5G - 2017, Xe cũ,395 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5g-2017-5422006," *Xe lắp ráp trong nước, màu cát, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5422006,2017.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Cát,Kem,5 chỗ,4 cửa
Ford Ranger XLS 2.2L 4x2 AT - 2020, Xe cũ,555 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5422449," *Xe nhập khẩu, màu cam, máy dầu 2.2 L, số tự động, đã đi 40,000 km ... ",Mã: 5422449,2020.0,Xe đã dùng,"40,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.2 L,Cam,Đen,5 chỗ,4 cửa
Subaru Forester 2.0i-L - 2023, Xe mới,799 Triệu,Hà Nội,https://bonbanh.com/xe-subaru-forester-2.0i-l-2023-4858931," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 4858931,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa
Mercedes Benz V class V220d CDI - 2015, Xe cũ,1 Tỷ 380 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-v_class-v220d-cdi-2015-5435318," *Xe nhập khẩu, màu trắng, máy dầu 2.1 L, số tự động ... ",Mã: 5435318,2015.0,Xe đã dùng,0 Km,Nhập khẩu,Van/Minivan,Dầu  2.1 L,Trắng,Xanh,7 chỗ,5 cửa
Kia Cerato 2.0 AT Premium - 2020, Xe cũ,540 Triệu,Hà Nội,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2020-5388420," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5388420,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Nhiều màu,5 chỗ,4 cửa
Toyota Innova 2.0E - 2019, Xe cũ,540 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0e-2019-5405345," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay, đã đi 77,778 km ... ",Mã: 5405345,2019.0,Xe đã dùng,"77,778 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Nâu,8 chỗ,5 cửa
Mercedes Benz C class C180 - 2020, Xe cũ,958 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c180-2020-5441525," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 16,000 km ... ",Mã: 5441525,2020.0,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
Mazda CX 30 Luxury 2.0 AT - 2021, Xe cũ,670 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx-30-luxury-2.0-at-2021-5441615," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 23,000 km ... ",Mã: 5441615,2021.0,Xe đã dùng,"23,000 Km",Nhập khẩu,Crossover,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2020, Xe cũ,1 Tỷ 690 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5436882," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 70,796 km ... ",Mã: 5436882,2020.0,Xe đã dùng,"70,796 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa
BMW 5 Series 528i GT - 2017, Xe cũ,1 Tỷ 99 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-5_series-528i-gt-2017-5393905," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5393905,2017.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Đỏ,Đỏ,5 chỗ,4 cửa
Nissan Pathfinder 4.0 V6 2WD - 2008, Xe cũ,365 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-pathfinder-4.0-v6-2wd-2008-5377354," *Xe nhập khẩu, màu xám, máy xăng 4.0 L, số tự động, đã đi 98,000 km ... ",Mã: 5377354,2008.0,Xe đã dùng,"98,000 Km",Nhập khẩu,SUV,Xăng  4.0 L,Xám,Nhiều màu,7 chỗ,5 cửa
Toyota Fortuner 2.4G 4x2 MT - 2017, Xe cũ,680 Triệu,Đăk Lăk,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2017-5340225," *Xe nhập khẩu, màu đen, máy dầu 2.4 L, số tay, đã đi 78,000 km ... ",Mã: 5340225,2017.0,Xe đã dùng,"78,000 Km",Nhập khẩu,SUV,Dầu  2.4 L,Đen,Nâu,7 chỗ,5 cửa
Toyota Innova 2.0E - 2013, Xe cũ,320 Triệu,Bình Phước,https://bonbanh.com/xe-toyota-innova-2.0e-2013-5416555," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay ... ",Mã: 5416555,2013.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Kem,8 chỗ,5 cửa
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016, Xe cũ,495 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-5433081," *Xe nhập khẩu, màu đen, máy dầu 3.2 L, số tự động, đã đi 110,000 km ... ",Mã: 5433081,2016.0,Xe đã dùng,"110,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  3.2 L,Đen,Nhiều màu,5 chỗ,4 cửa
Kia Morning 1.25 AT - 2022, Xe cũ,330 Triệu,Hà Nội,https://bonbanh.com/xe-kia-morning-1.25-at-2022-5379040," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.25 L, số tự động, đã đi 21,000 km ... ",Mã: 5379040,2022.0,Xe đã dùng,"21,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Đỏ,Kem,5 chỗ,5 cửa
Ford Territory Titanium 1.5 AT - 2023, Xe cũ,895 Triệu,Hà Nội,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2023-5425236," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 60 km ... ",Mã: 5425236,2023.0,Xe đã dùng,60 Km,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đỏ,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 200 4Matic - 2022, Xe cũ,1 Tỷ 790 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5188780," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 13,000 km ... ",Mã: 5188780,2022.0,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Kem,5 chỗ,5 cửa
Hyundai i10 Grand 1.2 MT Base - 2019, Xe cũ,215 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2019-5235352," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.25 L, số tay, đã đi 62,000 km ... ",Mã: 5235352,2019.0,Xe đã dùng,"62,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Trắng,Nhiều màu,5 chỗ,5 cửa
Kia Sorento GAT - 2018, Xe cũ,570 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sorento-gat-2018-5389078," *Xe lắp ráp trong nước, màu cát, máy xăng 2.4 L, số tự động, đã đi 20,000 km ... ",Mã: 5389078,2018.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Cát,Kem,7 chỗ,5 cửa
Toyota Innova 2.0G - 2019, Xe cũ,625 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0g-2019-5405887," *Xe lắp ráp trong nước, màu ghi, máy xăng 2.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5405887,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Ghi,Nâu,8 chỗ,5 cửa
VinFast Lux A 2.0 2.0 AT - 2021, Xe cũ,575 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5415923," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 50,246 km ... ",Mã: 5415923,2021.0,Xe đã dùng,"50,246 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Nâu,5 chỗ,4 cửa
Honda Accord 2.4 AT - 2010, Xe cũ,360 Triệu,TP HCM,https://bonbanh.com/xe-honda-accord-2.4-at-2010-5321189," *Xe nhập khẩu, màu bạc, máy xăng 2.4 L, số tự động, đã đi 115,200 km ... ",Mã: 5321189,2010.0,Xe đã dùng,"115,200 Km",Nhập khẩu,Sedan,Xăng  2.4 L,Bạc,Đen,5 chỗ,4 cửa
Toyota Camry 2.4G - 2010, Xe cũ,348 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.4g-2010-5453470," *Xe lắp ráp trong nước, màu đen, máy xăng 2.4 L, số tự động, đã đi 120,000 km ... ",Mã: 5453470,2010.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.4 L,Đen,Kem,5 chỗ,4 cửa
BMW 3 Series 328i - 2012, Xe cũ,448 Triệu,Bà Rịa Vũng Tàu,https://bonbanh.com/xe-bmw-3_series-328i-2012-5412823," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 74,000 km ... ",Mã: 5412823,2012.0,Xe đã dùng,"74,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa
Toyota Fortuner TRD Sportivo 4x4 AT - 2015, Xe cũ,540 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-trd-sportivo-4x4-at-2015-5423182," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.7 L, số tự động, đã đi 93,000 km ... ",Mã: 5423182,2015.0,Xe đã dùng,"93,000 Km",Lắp ráp trong nước,SUV,Xăng  2.7 L,Trắng,Đen,7 chỗ,5 cửa
Mitsubishi Outlander 2.0 CVT - 2020, Xe cũ,615 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2020-5425707," *Xe lắp ráp trong nước, màu nâu, máy xăng 2.0 L, số tự động, đã đi 65,000 km ... ",Mã: 5425707,2020.0,Xe đã dùng,"65,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Nâu,Đen,7 chỗ,5 cửa
Toyota Yaris 1.5G - 2017, Xe cũ,438 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-yaris-1.5g-2017-5416914," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 52,000 km ... ",Mã: 5416914,2017.0,Xe đã dùng,"52,000 Km",Nhập khẩu,Hatchback,Xăng  1.5 L,Trắng,-,5 chỗ,5 cửa
Kia Carnival Signature 2.2D - 2022, Xe cũ,1 Tỷ 298 Triệu,Hà Nội,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5380383," *Xe lắp ráp trong nước, màu đỏ, máy dầu 2.2 L, số tự động, đã đi 30,000 km ... ",Mã: 5380383,2022.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Đỏ,Nâu,7 chỗ,5 cửa
Kia Sportage Signature 1.6T AWD - 2023, Xe mới,1 Tỷ 14 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sportage-signature-1.6t-awd-2023-5397202," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động ... ",Mã: 5397202,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng  1.6 L,Trắng,Nâu,5 chỗ,5 cửa
